Ordens ;Protocolo;Resposta ;custas;motivo do atraso
#154653/823;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/824;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/825;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/826;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/827;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/828;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/829;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/830;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/831;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/832;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/833;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/834;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/835;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/836;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/837;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/838;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/839;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/840;;7 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/841;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/842;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/843;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/844;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/845;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/846;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/847;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/848;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/849;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/850;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/851;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/852;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/853;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/854;;7 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/855;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/856;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/857;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/858;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/859;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/860;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/861;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/862;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/863;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/864;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/865;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/866;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/867;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/868;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/869;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/870;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/871;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/872;;7 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/873;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/874;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/875;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/876;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/877;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/878;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/879;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/880;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/881;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/882;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/883;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/884;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/885;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/886;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/887;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/888;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/889;;8 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/890;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/891;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/892;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/893;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/894;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/895;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/896;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/897;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/898;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/899;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/900;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/901;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/902;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/903;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/904;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/905;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/906;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/907;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/908;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/909;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/910;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/911;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/912;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/913;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/914;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/915;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/916;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/917;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/918;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/919;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/920;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/921;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/922;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/923;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/924;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/925;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/926;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/927;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/928;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/929;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/930;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/931;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/932;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/933;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/934;;6 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/935;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/936;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/937;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/938;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/939;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/940;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/941;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/942;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/943;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/944;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/945;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/946;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/947;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/948;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/949;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/950;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/951;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/952;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/953;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/954;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/955;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/956;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/957;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/958;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/959;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/960;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/961;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/962;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/963;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/964;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/965;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/966;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/967;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/968;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/969;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/970;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/971;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/972;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/973;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/974;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/975;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/976;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/977;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/978;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/979;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/980;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/981;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/982;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/983;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/984;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/985;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/986;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/987;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/988;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/989;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/990;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/991;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/992;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/993;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/994;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/995;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/996;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/997;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/998;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/999;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1000;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1001;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1002;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1003;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1004;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1005;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1006;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1007;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1008;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1009;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1010;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1011;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1012;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1013;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1014;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1015;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1016;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1017;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1018;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1019;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1020;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1021;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1022;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1023;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1024;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1025;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1026;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1027;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1028;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1029;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1030;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1031;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1032;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1033;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1034;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1035;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1036;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1037;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1038;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1039;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1040;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1041;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1042;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1043;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1044;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1045;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1046;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1047;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1048;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1049;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1050;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1051;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1052;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1053;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1054;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1055;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1056;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1057;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1058;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1059;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1060;;8 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1061;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1062;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1063;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1064;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1065;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1066;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1067;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1068;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1069;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1070;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1071;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1072;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1073;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1074;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1075;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1076;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1077;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1078;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1079;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1080;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1081;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1082;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1083;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1084;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1085;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1086;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1087;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1088;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1089;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1090;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1091;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1092;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1093;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1094;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1095;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1096;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1097;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1098;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1099;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1100;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1101;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1102;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1103;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1104;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1105;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1106;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1107;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1108;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1109;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1110;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1111;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1112;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1113;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1114;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1115;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1116;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1117;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1118;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1119;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1120;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1121;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1122;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1123;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1124;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1125;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1126;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1127;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1128;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1129;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1130;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1131;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1132;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1133;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1134;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1135;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1136;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1137;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1138;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1139;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1140;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1141;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1142;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1143;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1144;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1145;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1146;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1147;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1148;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1149;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1150;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1151;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1152;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1153;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1154;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1155;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1156;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1157;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1158;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1159;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1160;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1161;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1162;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1163;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1164;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1165;;9 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1166;;11 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1167;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1168;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1169;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1170;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1171;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1172;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1173;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1174;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1175;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1176;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1177;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1178;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1179;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1180;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1181;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1182;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1183;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1184;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1185;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1186;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1187;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1188;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1189;;7 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1190;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1191;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1192;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1193;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1194;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1195;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1196;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1197;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1198;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1199;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1200;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1201;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1202;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1203;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1204;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1205;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1206;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1207;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1208;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1209;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1210;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1211;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1212;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1213;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1214;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1215;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1216;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1217;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1218;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1219;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1220;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1221;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1222;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1223;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1224;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1225;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/1226;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/1227;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
