0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    13062014                                                                                                                                                                                                                                                                                                                                                                                                000001
1045421005424DIR_CREDIT     SAO LUCAS MEDICO HOSPITALAR LTDA        013360276000122UNIMED SERGIPE - COOP DE TRAB MEDICO    RUA SOCORRO 100_ SAO JOSE               ARACAJU                                 49015300SE4761700001                                                                                                                                          012587134           01052003000000852505/2003     21052014000404Contrato de prestação de serviços hospitalares aos beneficiários dos planos de saúde operacionalizados pela contratante.                                                                                                                        013131370000100305572-1      000002
1008421002710DIR_CREDIT     OCS MIN E EMPREENDIMENTOS LTDA          034230979005418SUPERMIX CONCRETO S/A                   R PROF. JOSE VIEIRA DE MENDONçA, 1121   BELO HORIZONTE                          31310260MG4764200001                                                                                                                                          012577187           100120070000012817            22052014000404fornecimento de material produzido pela OCS-Mineração e EmpreendimentosLtda,a saber Brita 19mm,Brita 9,5mm e areia grossa de Brita,todos fornecidos e oferecidos em forma de tonelada.                                                          007323439000102305572-2      000003
1014421024990DIR_CREDIT     FLAVIO MOVEIS LTDA                      027406222000165DACASA FINANCEIRA S/A                   AV NOSSA SENHORA DA PENHA, 2035         VITORIA                                 29056245ES4765500001                                                                                                                                          012586461           010620070000023670S/NR        22052014000403recebíveis do cartão de crédito Private Label denominado CartãoPalladium Móveis - DACASA.                                                                                                                                                       005107922000116305572-3      000004
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004375045000100REIJERS - PRODUCAO DE ROSAS LTDA        SITIO LAGOA JUSSARA, SN                 SAO BENEDITO                            62370000CE48008000020001989701P7633302  21052014900BRADESCO S/A        2107201400000000000026867CC                                                                                                                                                                                                                                                                                                                                                                                           305572-276    000277
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004375045000100REIJERS - PRODUCAO DE ROSAS LTDA        SITIO LAGOA JUSSARA, SN                 SAO BENEDITO                            62370000CE48008000030001990101P7633303  21052014900BRADESCO S/A        1908201400000000000026866CC                                                                                                                                                                                                                                                                                                                                                                                           305572-277    000278
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        074000738000195ORG EDUCACIONAL FARIAS BRITO LTDA       RUA BARAO DO RIO BRANCO, 2424           FORTALEZA                               60025002CE48009000010001746101P7578202  28042014900BRADESCO S/A        2706201400000000000036805CC                                                                                                                                                                                                                                                                                                                                                                                           305572-278    000279
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        074000738000195ORG EDUCACIONAL FARIAS BRITO LTDA       RUA BARAO DO RIO BRANCO, 2424           FORTALEZA                               60025002CE48009000020001783501P7585202  30042014900BRADESCO S/A        3006201400000000000046975CC                                                                                                                                                                                                                                                                                                                                                                                           305572-279    000280
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        041401977000106OLINDA FRANCISCA DE SOUSA ME            RUA DAS FLORES, 92                      FORTALEZA                               60322420CE48010000010002029101P7636301  22052014900BRADESCO S/A        2306201400000000000042725CC                                                                                                                                                                                                                                                                                                                                                                                           305572-280    000281
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        041401977000106OLINDA FRANCISCA DE SOUSA ME            RUA DAS FLORES, 92                      FORTALEZA                               60322420CE48010000020002030501P7636302  22052014900BRADESCO S/A        2107201400000000000042725CC                                                                                                                                                                                                                                                                                                                                                                                           305572-281    000282
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000223336000113COMERCIAL DE HORTIFRUTIGRANJEIROS       RODOVIA DOUTOR MENDEL STEINBRUSH, SN L  MARACANAU                               61939210CE48011000010001883101P76238    19052014900BRADESCO S/A        1806201400000000000033980CC                                                                                                                                                                                                                                                                                                                                                                                           305572-282    000283
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000223336000113COMERCIAL DE HORTIFRUTIGRANJEIROS       RODOVIA DOUTOR MENDEL STEINBRUSH, SN L  MARACANAU                               61939210CE48011000020001965001P76310    21052014900BRADESCO S/A        2006201400000000000054870CC                                                                                                                                                                                                                                                                                                                                                                                           305572-283    000284
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        035088657000137S V COMERCIO DE MATERIAL ELETRICO       AVENIDA BEZERRA DE MENEZES, 420         FORTALEZA                               60325000CE48012000010001760601P7580102  29042014900BRADESCO S/A        3006201400000000000021728CC                                                                                                                                                                                                                                                                                                                                                                                           305572-284    000285
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        035088657000137S V COMERCIO DE MATERIAL ELETRICO       AVENIDA BEZERRA DE MENEZES, 420         FORTALEZA                               60325000CE48012000020001761401P7580103  29042014900BRADESCO S/A        2807201400000000000021728CC                                                                                                                                                                                                                                                                                                                                                                                           305572-285    000286
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004102843000230IPADE - INSTITUTO PARA O DESENVOLV      AVENIDA DOM LUIS, 911                   FORTALEZA                               60160230CE48013000010001977301P76322    21052014900BRADESCO S/A        2006201400000000000043725CC                                                                                                                                                                                                                                                                                                                                                                                           305572-286    000287
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        041642430000194INDUSTRIA E COMERCIO DE CONFECCOES      RUA PROFESSOR JOAO BOSCO, 453           FORTALEZA                               60430690CE48014000010001961701P7630401  21052014900BRADESCO S/A        2006201400000000000021980CC                                                                                                                                                                                                                                                                                                                                                                                           305572-287    000288
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        041642430000194INDUSTRIA E COMERCIO DE CONFECCOES      RUA PROFESSOR JOAO BOSCO, 453           FORTALEZA                               60430690CE48014000020001962501P7630402  21052014900BRADESCO S/A        2107201400000000000021980CC                                                                                                                                                                                                                                                                                                                                                                                           305572-288    000289
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007965809000520AUTO PECAS PADRE CICERO LTDA            AV PROFESSOR GOMES DE MATOS , 1337      FORTALEZA                               60420431CE48015000010001979001P7632401  21052014900BRADESCO S/A        2006201400000000000023184CC                                                                                                                                                                                                                                                                                                                                                                                           305572-289    000290
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007965809000520AUTO PECAS PADRE CICERO LTDA            AV PROFESSOR GOMES DE MATOS , 1337      FORTALEZA                               60420431CE48015000020001980301P7632402  21052014900BRADESCO S/A        2107201400000000000023184CC                                                                                                                                                                                                                                                                                                                                                                                           305572-290    000291
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        011784032000141FORNAGERO & SANTOS LTDA EPP             RUABARAO DO RIO BRANCO, 1236            FORTALEZA                               60025061CE48016000010001528001P7520403  31032014900BRADESCO S/A        3006201400000000000023440CC                                                                                                                                                                                                                                                                                                                                                                                           305572-291    000292
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        011784032000141FORNAGERO & SANTOS LTDA EPP             RUABARAO DO RIO BRANCO, 1236            FORTALEZA                               60025061CE48016000020001529801P7520404  31032014900BRADESCO S/A        2907201400000000000023440CC                                                                                                                                                                                                                                                                                                                                                                                           305572-292    000293
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005969737000130INFORJET COMERCIO E SERVICOS DE IN      AV HERACLITO GRACA , 714                FORTALEZA                               60140060CE48017000010001669301P7548203  11042014900BRADESCO S/A        1007201400000000000047466CC                                                                                                                                                                                                                                                                                                                                                                                           305572-293    000294
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        019235463000160ELEVBRAS FABRICANTE DE ELEVADORES       R RUA OESTE 2, 230                      MARACANAU                               61939190CE48018000010001672301P7550302  14042014900BRADESCO S/A        1306201400000000000025667CC                                                                                                                                                                                                                                                                                                                                                                                           305572-294    000295
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        019235463000160ELEVBRAS FABRICANTE DE ELEVADORES       R RUA OESTE 2, 230                      MARACANAU                               61939190CE48018000020001673101P7550303  14042014900BRADESCO S/A        1407201400000000000025666CC                                                                                                                                                                                                                                                                                                                                                                                           305572-295    000296
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        013056172000129RODOLFO RODRIGUES DA SILVA ME           R FELIPE CAMARAO, 1331                  FORTALEZA                               60337620CE48019000010001800901P7586302  30042014900BRADESCO S/A        3006201400000000000017225CC                                                                                                                                                                                                                                                                                                                                                                                           305572-296    000297
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        013056172000129RODOLFO RODRIGUES DA SILVA ME           R FELIPE CAMARAO, 1331                  FORTALEZA                               60337620CE48019000020001801701P7586303  30042014900BRADESCO S/A        2907201400000000000017225CC                                                                                                                                                                                                                                                                                                                                                                                           305572-297    000298
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        013056172000129RODOLFO RODRIGUES DA SILVA ME           R FELIPE CAMARAO, 1331                  FORTALEZA                               60337620CE48019000030001802501P7586304  30042014900BRADESCO S/A        2808201400000000000017225CC                                                                                                                                                                                                                                                                                                                                                                                           305572-298    000299
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        001338617000184CENTERBOX JARDIM LTDA                   R ALBERTO DE OLIVEIRA , 1707            FORTALEZA                               60330530CE48020000010001703701P7560002  17042014900BRADESCO S/A        1606201400000000000026317CC                                                                                                                                                                                                                                                                                                                                                                                           305572-299    000300
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        001338617000184CENTERBOX JARDIM LTDA                   R ALBERTO DE OLIVEIRA , 1707            FORTALEZA                               60330530CE48020000020001704501P7560003  17042014900BRADESCO S/A        1607201400000000000026316CC                                                                                                                                                                                                                                                                                                                                                                                           305572-300    000301
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        001869651000185RITA IRENE ALVES - ME                   RUA GENERAL SAMPAIO, 594                FORTALEZA                               60055100CE48021000010001818101P7587402  30042014900BRADESCO S/A        3006201400000000000026500CC                                                                                                                                                                                                                                                                                                                                                                                           305572-301    000302
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        001869651000185RITA IRENE ALVES - ME                   RUA GENERAL SAMPAIO, 594                FORTALEZA                               60055100CE48021000020001819001P7587403  30042014900BRADESCO S/A        2907201400000000000026500CC                                                                                                                                                                                                                                                                                                                                                                                           305572-302    000303
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003550181000118GEOBRASIL PROJETOS E ENGENHARIA LT      AV SANTOS DUMONT, 1740                  FORTALEZA                               60150160CE48022000010001602201P7532103  04042014900BRADESCO S/A        0307201400000000000053334CC                                                                                                                                                                                                                                                                                                                                                                                           305572-303    000304
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000793173000104SOLEMAR COMERCIO DE VARIEDADES LTD      AV DESEMBARGADOR FELICIANO DE ATAIDE , 5FORTALEZA                               60821420CE48023000010001862901P7622701  16052014900BRADESCO S/A        1606201400000000000018333CC                                                                                                                                                                                                                                                                                                                                                                                           305572-304    000305
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000793173000104SOLEMAR COMERCIO DE VARIEDADES LTD      AV DESEMBARGADOR FELICIANO DE ATAIDE , 5FORTALEZA                               60821420CE48023000020001863701P7622702  16052014900BRADESCO S/A        1507201400000000000018333CC                                                                                                                                                                                                                                                                                                                                                                                           305572-305    000306
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000793173000104SOLEMAR COMERCIO DE VARIEDADES LTD      AV DESEMBARGADOR FELICIANO DE ATAIDE , 5FORTALEZA                               60821420CE48023000030001864501P7622703  16052014900BRADESCO S/A        1408201400000000000018334CC                                                                                                                                                                                                                                                                                                                                                                                           305572-306    000307
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010497615000129CCBR CENTRO COMERCIAL DO BRASIL LT      RUA PEDRO COELHO, 196 SALA 204          FORTALEZA                               60140100CE48024000010002055101P7637501  23052014900BRADESCO S/A        2306201400000000000018500CC                                                                                                                                                                                                                                                                                                                                                                                           305572-307    000308
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010497615000129CCBR CENTRO COMERCIAL DO BRASIL LT      RUA PEDRO COELHO, 196 SALA 204          FORTALEZA                               60140100CE48024000020002056901P7637502  23052014900BRADESCO S/A        2207201400000000000018500CC                                                                                                                                                                                                                                                                                                                                                                                           305572-308    000309
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010497615000129CCBR CENTRO COMERCIAL DO BRASIL LT      RUA PEDRO COELHO, 196 SALA 204          FORTALEZA                               60140100CE48024000030002057701P7637503  23052014900BRADESCO S/A        2108201400000000000018500CC                                                                                                                                                                                                                                                                                                                                                                                           305572-309    000310
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        010228943000120N&S INDUSTRIA DE CONFECCOES LTDA        RUA DESEMBARGADOR PRAXEDES, 68          FORTALEZA                               60416530CE48025000010001516601P7519703  31032014900BRADESCO S/A        3006201400000000000055966CC                                                                                                                                                                                                                                                                                                                                                                                           305572-310    000311
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        041566761000192SUPERMERCADO BARATAO LTDA               AV CONTORNO SUL, 333                    FORTALEZA                               60763430CE48026000010001972201P7631501  21052014900BRADESCO S/A        2006201400000000000028685CC                                                                                                                                                                                                                                                                                                                                                                                           305572-311    000312
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        041566761000192SUPERMERCADO BARATAO LTDA               AV CONTORNO SUL, 333                    FORTALEZA                               60763430CE48026000020001973101P7631502  21052014900BRADESCO S/A        2107201400000000000028685CC                                                                                                                                                                                                                                                                                                                                                                                           305572-312    000313
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007418957000100MERCADINHO BELEM LTDA                   RUA JOSE MENDONCA , 690                 FORTALEZA                               60534090CE48027000010001398801P7491003  14032014900BRADESCO S/A        1206201400000000000057538CC                                                                                                                                                                                                                                                                                                                                                                                           305572-313    000314
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        006052336001075CORDEIRO & FREITAS LTDA                 AVENIDA JOVITA FEITOSA, 125 E 129       FORTALEZA                               60455410CE48028000010001250701P7462804  25022014900BRADESCO S/A        2506201400000000000048431CC                                                                                                                                                                                                                                                                                                                                                                                           305572-314    000315
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        006052336001075CORDEIRO & FREITAS LTDA                 AVENIDA JOVITA FEITOSA, 125 E 129       FORTALEZA                               60455410CE48028000020001257401P7464304  25022014900BRADESCO S/A        2506201400000000000010675CC                                                                                                                                                                                                                                                                                                                                                                                           305572-315    000316
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        001956297000126FRANCISCO DE ASSIS ALMEIDA PAPELAR      RUA PADRE SA, 156                       CEDRO                                   63400000CE48029000010001662601P7546903  11042014900BRADESCO S/A        1007201400000000000029588CC                                                                                                                                                                                                                                                                                                                                                                                           305572-316    000317
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        001956297000126FRANCISCO DE ASSIS ALMEIDA PAPELAR      RUA PADRE SA, 156                       CEDRO                                   63400000CE48029000020001663401P7546904  11042014900BRADESCO S/A        1108201400000000000029586CC                                                                                                                                                                                                                                                                                                                                                                                           305572-317    000318
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003259842000150NORTHPRINT COMERCIO & SERVICOS LTD      RUA AMADEU FURTADO, 08                  FORTALEZA                               60450130CE48030000010002042901P7636801  22052014900BRADESCO S/A        2306201400000000000019837CC                                                                                                                                                                                                                                                                                                                                                                                           305572-318    000319
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003259842000150NORTHPRINT COMERCIO & SERVICOS LTD      RUA AMADEU FURTADO, 08                  FORTALEZA                               60450130CE48030000020002043701P7636802  22052014900BRADESCO S/A        2107201400000000000019837CC                                                                                                                                                                                                                                                                                                                                                                                           305572-319    000320
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        003259842000150NORTHPRINT COMERCIO & SERVICOS LTD      RUA AMADEU FURTADO, 08                  FORTALEZA                               60450130CE48030000030002044501P7636803  22052014900BRADESCO S/A        2008201400000000000019838CC                                                                                                                                                                                                                                                                                                                                                                                           305572-320    000321
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        008197731002124HOME CENTER NORDESTE COMERCIO DE M      AV GODOFREDO MACIEL, 88 LOJA15          FORTALEZA                               60710000CE48031000010002028301P76364    22052014900BRADESCO S/A        2306201400000000000059900CC                                                                                                                                                                                                                                                                                                                                                                                           305572-321    000322
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        011552049000173LOG+ LOGISTICA E SERVICO DE ENGENH      AL DAS AMERICAS, 1030                   EUSEBIO                                 61760000CE48032000010001203501P7456704  21022014900BRADESCO S/A        2306201400000000000028796CC                                                                                                                                                                                                                                                                                                                                                                                           305572-322    000323
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        072537137000271COMERCIAL DE RACOES PROD AGROPECUA      AVENIDA DEPUTADO PAULINO ROCHA , 2180   FORTALEZA                               60864310CE48033000010001963301P7630901  21052014900BRADESCO S/A        2006201400000000000014950CC                                                                                                                                                                                                                                                                                                                                                                                           305572-323    000324
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        072537137000271COMERCIAL DE RACOES PROD AGROPECUA      AVENIDA DEPUTADO PAULINO ROCHA , 2180   FORTALEZA                               60864310CE48033000020001964101P7630902  21052014900BRADESCO S/A        2107201400000000000014950CC                                                                                                                                                                                                                                                                                                                                                                                           305572-324    000325
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007136971000102WILKA E PONTE LTDA                      AVENENIDA SANTOS DUMONT, 1168           FORTALEZA                               60150161CE48034000010001434801P7499803  20032014900BRADESCO S/A        1806201400000000000030198CC                                                                                                                                                                                                                                                                                                                                                                                           305572-325    000326
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        004196136000684SERVIS ELETRONICA DEFENSE LTDA          RUABARAO DE ARACATI , 1363              FORTALEZA                               60115081CE48035000010001885801P76243    19052014900BRADESCO S/A        1806201400000000000030400CC                                                                                                                                                                                                                                                                                                                                                                                           305572-326    000327
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005032740000123J ACACIO COMERCIAL LTDA - ME            ROD CE 453 ESTRADA DO IGUAPE , SN       AQUIRAZ                                 61700000CE48036000010001196901P7456404  21022014900BRADESCO S/A        2006201400000000000030740CC                                                                                                                                                                                                                                                                                                                                                                                           305572-327    000328
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        006573836000161FORTALEZA CARTORIO DO QUINTO OFICI      R MAJOR FACUNDO , 673                   FORTALEZA                               60025100CE48037000010001867001P76230    16052014900BRADESCO S/A        1606201400000000000032650CC                                                                                                                                                                                                                                                                                                                                                                                           305572-328    000329
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        006628333000146FARMACE IND QUIMICO FARMAC CEARENS      RODOVIA DR ANTONIO LIRIO CALLOU, SN     BARBALHA                                63180000CE48038000010001589101P7530803  04042014900BRADESCO S/A        0307201400000000000032761CC                                                                                                                                                                                                                                                                                                                                                                                           305572-329    000330
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        008038666000140UNILAB IND E COM PROD OFTALMOLOGIC      ROD BR 116, 2556 KM 06 GALPAO 13        FORTALEZA                               60871200CE48039000010001445301P7500803  20032014900BRADESCO S/A        1806201400000000000033146CC                                                                                                                                                                                                                                                                                                                                                                                           305572-330    000331
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005979156000180OTOS - CENTRO DE PROCEDIMENTOS E E      RUA CAROLINA SUCUPIRA, 1151 PRIMEIRO ANDFORTALEZA                               60140120CE48040000010001821101P7587502  30042014900BRADESCO S/A        3006201400000000000033216CC                                                                                                                                                                                                                                                                                                                                                                                           305572-331    000332
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007957111000210CORPVS - CORPO DE VIGILANTES PARTI      AVENIDA LUCIANO CARNEIRO , 2655         FORTALEZA                               60410691CE48041000010002054201P76373    22052014900BRADESCO S/A        2306201400000000000023100CC                                                                                                                                                                                                                                                                                                                                                                                           305572-332    000333
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        007957111000210CORPVS - CORPO DE VIGILANTES PARTI      AVENIDA LUCIANO CARNEIRO , 2655         FORTALEZA                               60410691CE48041000020002053401P76374    22052014900BRADESCO S/A        2306201400000000000010330CC                                                                                                                                                                                                                                                                                                                                                                                           305572-333    000334
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009426032000128DUCOCO PRODUTOS ALIMENTICIOS S/A        AVENIDA ANASTACIO BRAGA, 2776           ITAPIPOCA                               62500000CE48042000010001983801P76328    21052014900BRADESCO S/A        2006201400000000000033900CC                                                                                                                                                                                                                                                                                                                                                                                           305572-334    000335
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000798180000107ESPACO PLANO ARQUITETURA E CONSULT      RUA TOMAZ ACIOLY , 840 5º ANDAR SALA 501FORTALEZA                               60135180CE48043000010001878501P76235    19052014900BRADESCO S/A        1806201400000000000034130CC                                                                                                                                                                                                                                                                                                                                                                                           305572-335    000336
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        009015635000137TOTAL CLIPPING DE NOTICIAS LTDA -       R JOAQUIM LIMA , 38                     FORTALEZA                               60175005CE48044000010001873401P7623202  16052014900BRADESCO S/A        1507201400000000000034620CC                                                                                                                                                                                                                                                                                                                                                                                           305572-336    000337
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        000481393000100EDUARDO NOGUEIRA RAMOS NETO ME          RUA CORONEL CORREIA, 1600 LOJA 01       CAUCAIA                                 61600004CE48045000010001401101P7491803  17032014900BRADESCO S/A        1606201400000000000034828CC                                                                                                                                                                                                                                                                                                                                                                                           305572-337    000338
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        023562424000145DPM ENGENHARIA LTDA                     AV MINISTRO JOSE AMERICO, 275           FORTALEZA                               60830070CE48046000010001943901P76292    20052014900BRADESCO S/A        1906201400000000000035848CC                                                                                                                                                                                                                                                                                                                                                                                           305572-338    000339
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        012067103000158FACIL COMERCIO, SERVICOS E CONSTRU      R CENTRAL (LOT. CAJAZEIRAS I), 631      FORTALEZA                               60864205CE48047000010001912901P76264    20052014900BRADESCO S/A        1906201400000000000035904CC                                                                                                                                                                                                                                                                                                                                                                                           305572-339    000340
1008421030137COBR_CAUC_COR  CECOMIL COMERCIO E SERVICOS LTDA        005159996000104ROCHA, MARINHO E SALES SOCIEDADE D      AVENIDA SANTOS DUMONT, 2828 SL 804/808  FORTALEZA                               60150161CE48048000010001966801P7631101  21052014900BRADESCO S/A        2006201400000000000018900CC                                                                                                                                                                                                                                                                                                                                                                                           305572-340    000341
